,id,pid,ms_subclass,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,saleprice,frontage_pct,total_porch_sf,total_sf,has_pool,has_garage,has_basement,has_porch,Artery,Feedr,PosA,PosN,RRAe,RRAn,RRNe,RRNn,AsphShn,Brk Cmn,BrkComm,BrkFace,CBlock,CemntBd,CmentBd,HdBoard,ImStucc,MetalSd,Plywood,Stone,Stucco,VinylSd,Wd Sdng,Wd Shng,WdShing,bsmt_sf_ALQ,bsmt_sf_BLQ,bsmt_sf_GLQ,bsmt_sf_LwQ,bsmt_sf_NA,bsmt_sf_Rec,bsmt_sf_Unf,total_bath
603,2489,532353030,20,RL,69.02294638493791,9240,Pave,NA,2,Lvl,AllPub,Inside,2,Sawyer,1Fam,1Story,5,6,1962,2002,Hip,CompShg,None,0.0,3,3,CBlock,3.0,3.0,1.0,252.0,864.0,GasA,4,Y,SBrkr,1211,0,0,1211,0.0,0.0,1,0,2,1,3,6,7,1,3,Detchd,1972.0,1.0,2.0,576.0,3,3,2,161,0,0,0,0,0,0,3,NA,0,3,2006,WD ,144000,0.007470015842525748,161,2236.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,612.0,0.0,0.0,0.0,0.0,0.0,1.0
650,1830,532479050,20,RL,44.0,10751,Pave,NA,2,Lvl,AllPub,CulDSac,2,Sawyer,1Fam,1Story,5,5,1974,1974,Gable,CompShg,BrkFace,44.0,3,3,CBlock,2.0,3.0,4.0,250.0,1037.0,GasA,3,Y,SBrkr,1037,0,0,1037,1.0,0.0,1,0,2,1,3,5,8,0,0,Attchd,1974.0,2.0,2.0,431.0,3,3,2,136,47,0,0,0,0,0,0,NA,0,8,2007,WD ,129000,0.007470015842525748,183,2257.0,0,1,1,1,0,0,0,0,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0,0,0,0,0.0,0.0,787.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
662,221,905104210,20,RL,70.0,8521,Pave,NA,3,Lvl,AllPub,FR2,2,Sawyer,1Fam,1Story,5,5,1967,1967,Gable,CompShg,None,0.0,3,3,CBlock,3.0,3.0,1.0,70.0,912.0,GasA,3,Y,SBrkr,912,0,0,912,0.0,0.0,1,0,3,1,3,5,8,1,2,Detchd,1974.0,1.0,1.0,336.0,3,3,2,0,0,0,0,0,0,0,3,NA,0,5,2010,WD ,125000,0.007470015842525748,0,1824.0,0,1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,2,0,0,0,0,0,0,0,0.0,0.0,842.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
716,1383,905107280,85,RL,57.54153203497584,7703,Pave,NA,2,Lvl,AllPub,CulDSac,2,Sawyer,1Fam,SFoyer,6,8,1978,1978,Gable,CompShg,BrkCmn,40.0,3,3,CBlock,4.0,3.0,4.0,0.0,450.0,GasA,5,Y,SBrkr,1034,0,0,1034,0.0,1.0,1,0,3,1,3,6,8,1,1,Basment,1978.0,0.0,2.0,504.0,3,3,2,311,0,0,0,0,0,0,2,NA,0,5,2008,WD ,153000,0.007470015842525748,311,1795.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,2,0,0,0,0,0,0,0,0.0,0.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
732,1389,905200510,20,RL,63.82381535853999,8544,Pave,NA,2,Lvl,AllPub,CulDSac,2,Sawyer,1Fam,1Story,5,6,1966,2006,Gable,CompShg,None,0.0,3,3,CBlock,3.0,3.0,1.0,1228.0,1228.0,GasA,4,Y,SBrkr,1228,0,0,1228,0.0,0.0,1,1,3,1,4,6,8,0,0,Attchd,1966.0,1.0,1.0,271.0,3,3,2,0,65,0,0,0,0,0,3,NA,0,6,2008,WD ,149350,0.007470015842525748,65,2521.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5
744,1386,905200090,90,RL,60.0,12900,Pave,NA,3,Lvl,AllPub,Inside,2,Sawyer,Duplex,SFoyer,4,4,1969,1969,Gable,CompShg,None,0.0,3,3,CBlock,4.0,3.0,3.0,0.0,1198.0,GasA,3,Y,SBrkr,1258,0,0,1258,2.0,0.0,0,2,0,2,3,6,8,0,0,CarPort,1969.0,1.0,2.0,400.0,2,3,2,120,0,0,0,0,0,0,0,NA,0,1,2008,WD ,108959,0.007470015842525748,120,2576.0,0,1,1,1,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0.0,1198.0,0.0,0.0,0.0,0.0,1.0
765,1862,533352075,90,RL,141.10859926531137,18890,Pave,NA,2,Lvl,AllPub,Inside,2,Sawyer,Duplex,1.5Fin,5,5,1977,1977,Shed,CompShg,None,1.0,3,3,CBlock,4.0,3.0,1.0,652.0,1361.0,GasA,5,Y,SBrkr,1361,1259,0,2620,0.0,0.0,2,2,4,2,3,12,8,1,3,BuiltIn,1977.0,2.0,2.0,600.0,3,3,0,155,24,145,0,0,0,0,0,Gar2,8300,8,2007,WD ,190000,0.007470015842525748,324,4305.0,0,1,1,1,0,1,0,0,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0.0,498.0,0.0,0.0,211.0,0.0,3.0
776,219,905102060,190,RL,75.0,11625,Pave,NA,3,Lvl,AllPub,Inside,2,Sawyer,2fmCon,1Story,5,4,1965,1965,Hip,CompShg,None,0.0,3,3,PConc,3.0,3.0,2.0,198.0,1039.0,GasA,5,Y,SBrkr,1039,0,0,1039,1.0,0.0,1,1,3,1,3,6,8,0,0,Attchd,1965.0,1.0,2.0,504.0,3,3,2,0,0,0,0,0,0,0,0,NA,0,4,2010,WD ,131500,0.007470015842525748,0,2078.0,0,1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,1,0,0,1,0,0,0,0,0.0,0.0,0.0,841.0,0.0,0.0,0.0,0.0,0.0,1.5
826,1372,904100020,20,RL,82.0,9488,Pave,NA,3,Lvl,AllPub,Inside,2,Sawyer,1Fam,1Story,5,6,1947,1993,Gable,CompShg,None,0.0,4,3,CBlock,3.0,3.0,1.0,1046.0,1046.0,GasA,4,N,SBrkr,1054,0,0,1054,0.0,0.0,1,0,3,1,3,6,8,0,0,Detchd,1947.0,1.0,1.0,240.0,3,3,2,0,60,122,0,0,0,0,0,NA,0,9,2008,WD ,124000,0.007470015842525748,182,2282.0,0,1,1,1,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
827,2495,532378070,20,RL,101.03943428600327,13526,Pave,NA,2,Lvl,AllPub,CulDSac,2,Sawyer,1Fam,1Story,5,6,1965,1965,Hip,CompShg,BrkFace,114.0,3,3,CBlock,3.0,3.0,1.0,0.0,935.0,GasA,3,Y,SBrkr,935,0,0,935,1.0,0.0,1,0,3,1,3,5,8,0,0,Attchd,1965.0,1.0,1.0,288.0,3,3,2,180,0,0,0,0,0,0,3,NA,0,11,2006,WD ,137000,0.007470015842525748,180,2050.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,1,0,0,1,0,0,0,0,0.0,0.0,0.0,560.0,0.0,375.0,0.0,0.0,0.0,1.0
868,773,905105190,20,RL,65.0,7800,Pave,NA,3,Lvl,AllPub,Inside,2,Sawyer,1Fam,1Story,5,7,1967,2004,Hip,CompShg,BrkFace,89.0,3,3,PConc,3.0,3.0,1.0,414.0,864.0,GasA,5,Y,SBrkr,899,0,0,899,0.0,0.0,1,0,3,1,4,5,8,0,0,Attchd,1967.0,0.0,1.0,288.0,3,3,2,64,0,0,0,0,0,0,3,NA,0,6,2009,WD ,130000,0.007470015842525748,64,1827.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,2,0,0,0,0,0,0,0,0.0,0.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
871,226,905107110,90,RL,55.45739761491115,7424,Pave,NA,2,Lvl,AllPub,Inside,2,Sawyer,Duplex,SFoyer,5,5,1978,1978,Gable,CompShg,None,0.0,3,3,CBlock,4.0,3.0,3.0,0.0,1319.0,GasA,3,Y,SBrkr,1373,0,0,1373,1.0,0.0,1,0,3,1,3,5,8,2,3,Attchd,1978.0,0.0,2.0,591.0,3,3,2,0,0,0,0,0,0,0,0,NA,0,5,2010,WD ,160250,0.007470015842525748,0,2692.0,0,1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0.0,1319.0,0.0,0.0,0.0,0.0,1.0
876,559,532376070,20,RL,69.59066758896986,9316,Pave,NA,2,Lvl,AllPub,Inside,2,Sawyer,1Fam,1Story,5,5,1965,1965,Gable,CompShg,None,0.0,3,3,CBlock,3.0,3.0,1.0,480.0,1024.0,GasA,4,Y,SBrkr,1020,0,0,1020,0.0,0.0,2,0,3,1,3,5,8,0,0,Attchd,1965.0,1.0,1.0,288.0,3,3,2,171,0,0,0,0,0,0,3,NA,0,5,2009,Oth,124100,0.007470015842525748,171,2215.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,544.0,0.0,2.0
917,771,905103040,60,RL,70.0,11184,Pave,NA,3,Lvl,AllPub,Inside,2,Sawyer,1Fam,2Story,6,5,1978,1978,Hip,CompShg,BrkFace,92.0,3,3,CBlock,3.0,3.0,1.0,192.0,918.0,GasA,4,Y,SBrkr,918,765,0,1683,0.0,0.0,2,1,3,1,3,7,8,1,3,Attchd,1978.0,2.0,2.0,440.0,3,3,2,243,0,0,0,0,0,0,0,NA,0,7,2009,WD ,172500,0.007470015842525748,243,2844.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,226.0,0.0,500.0,0.0,2.5
995,772,905103070,20,RL,75.0,11625,Pave,NA,3,Lvl,AllPub,Inside,2,Sawyer,1Fam,1Story,5,6,1967,1967,Hip,CompShg,BrkFace,172.0,3,3,CBlock,3.0,3.0,1.0,525.0,1052.0,GasA,3,Y,SBrkr,1052,0,0,1052,0.0,0.0,1,1,3,1,3,6,8,1,1,Attchd,1984.0,0.0,1.0,668.0,3,3,2,0,215,0,0,0,0,0,0,NA,0,4,2009,WD ,113500,0.007470015842525748,215,2319.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,527.0,0.0,0.0,0.0,0.0,0.0,1.5
997,2492,532376180,20,RL,65.0,8450,Pave,NA,3,Lvl,AllPub,Inside,2,Sawyer,1Fam,1Story,5,6,1968,1968,Gable,CompShg,BrkFace,90.0,3,3,CBlock,3.0,3.0,1.0,450.0,882.0,GasA,3,Y,SBrkr,909,0,0,909,0.0,0.0,1,0,3,1,3,5,8,0,0,Attchd,1968.0,1.0,1.0,294.0,3,3,2,0,155,0,0,0,0,0,3,NA,0,11,2006,COD,116000,0.007470015842525748,155,1946.0,0,1,1,1,0,0,0,0,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0,0,0,0,0.0,0.0,0.0,162.0,0.0,0.0,0.0,270.0,0.0,1.0
1009,1831,532479120,85,RL,124.35335373052612,16647,Pave,NA,2,Lvl,AllPub,CulDSac,2,Sawyer,1Fam,SFoyer,5,5,1975,1981,Gable,CompShg,None,0.0,3,3,CBlock,4.0,3.0,4.0,0.0,1390.0,GasA,3,Y,SBrkr,1701,0,0,1701,1.0,0.0,2,0,3,1,3,6,6,2,3,Basment,1975.0,0.0,2.0,611.0,3,3,2,0,0,0,0,0,0,0,0,NA,0,1,2007,WD ,171000,0.007470015842525748,0,3091.0,0,1,1,0,0,0,0,0,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,2,0,0,0,0,0,0,0,0.0,0.0,1390.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1027,2699,904100030,50,RL,82.0,12375,Pave,NA,3,Lvl,AllPub,Inside,2,Sawyer,1Fam,1.5Fin,5,5,1951,1951,Gable,CompShg,Stone,41.0,3,2,CBlock,3.0,3.0,1.0,477.0,806.0,GasA,3,Y,SBrkr,1081,341,0,1422,1.0,0.0,1,0,3,1,3,7,8,1,3,Detchd,1951.0,1.0,1.0,288.0,3,3,2,0,0,0,0,0,0,0,2,NA,0,6,2006,WD ,137500,0.007470015842525748,0,2228.0,0,1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,329.0,0.0,0.0,0.0,0.0,0.0,1.0
1047,1820,532354010,20,RL,80.0,8480,Pave,NA,3,Lvl,AllPub,Corner,2,Sawyer,1Fam,1Story,5,6,1963,1963,Hip,CompShg,None,0.0,3,3,CBlock,3.0,3.0,1.0,340.0,970.0,GasA,3,Y,SBrkr,970,0,0,970,1.0,0.0,1,0,2,1,3,5,8,0,0,Detchd,1996.0,1.0,2.0,624.0,3,3,2,0,24,0,0,192,0,0,0,NA,0,7,2007,WD ,132500,0.007470015842525748,216,2156.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,630.0,0.0,0.0,0.0,0.0,1.0
1048,1398,905300020,80,RL,76.19416159376263,10200,Pave,NA,3,Lvl,AllPub,Inside,2,Sawyer,1Fam,SLvl,5,8,1970,1970,Hip,CompShg,None,0.0,3,4,PConc,4.0,3.0,3.0,160.0,864.0,GasA,5,Y,SBrkr,904,0,0,904,0.0,0.0,1,0,3,1,4,5,8,0,0,2Types,1979.0,1.0,3.0,912.0,3,3,2,143,0,0,0,0,0,0,3,NA,0,6,2008,WD ,144000,0.007470015842525748,143,1911.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,2,0,0,0,0,0,0,0,0.0,0.0,704.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1055,2065,905201080,20,RL,81.0,14175,Pave,NA,3,Bnk,AllPub,Inside,1,Sawyer,1Fam,1Story,5,5,1956,1998,Hip,CompShg,None,0.0,3,3,CBlock,3.0,3.0,1.0,332.0,1240.0,GasA,4,Y,SBrkr,1375,0,0,1375,1.0,0.0,1,0,3,1,3,6,8,1,4,Attchd,1956.0,1.0,1.0,323.0,3,3,2,0,0,0,0,0,0,0,0,NA,0,12,2007,WD ,187000,0.007470015842525748,0,2615.0,0,1,1,0,0,0,1,0,0,0,0.0,0,0,0.0,0.0,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,522.0,0.0,0.0,0.0,0.0,386.0,0.0,1.0
1096,2714,905107070,60,RL,74.0,7844,Pave,NA,3,Lvl,AllPub,Inside,2,Sawyer,1Fam,2Story,6,7,1978,1978,Hip,CompShg,BrkFace,203.0,3,3,CBlock,3.0,3.0,1.0,463.0,672.0,GasA,3,Y,SBrkr,672,728,0,1400,0.0,0.0,1,1,3,1,3,6,8,1,3,Attchd,1978.0,0.0,2.0,440.0,3,3,2,0,0,0,0,0,0,0,0,NA,0,3,2006,WD ,149500,0.007470015842525748,0,2072.0,0,1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,2,0,0,0,0,0,0,0,0.0,0.0,209.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5
1100,2486,532351060,20,RL,70.0,9100,Pave,NA,3,Lvl,AllPub,Inside,2,Sawyer,1Fam,1Story,5,4,1962,1962,Hip,CompShg,BrkFace,51.0,3,3,CBlock,3.0,3.0,1.0,952.0,988.0,GasA,5,Y,SBrkr,988,0,0,988,1.0,0.0,1,0,3,1,3,6,8,0,0,Detchd,1977.0,1.0,2.0,624.0,3,3,2,0,0,0,0,0,0,0,0,NA,0,7,2006,WD ,129500,0.007470015842525748,0,1976.0,0,1,1,0,0,0,0,0,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,1.0
1144,90,532479070,20,RL,39.0,15410,Pave,NA,2,Lvl,AllPub,CulDSac,2,Sawyer,1Fam,1Story,6,6,1974,2002,Hip,CompShg,BrkCmn,250.0,3,4,CBlock,3.0,3.0,4.0,223.0,1208.0,GasA,5,Y,SBrkr,1494,0,0,1494,1.0,0.0,2,0,3,1,3,7,8,2,2,Attchd,1974.0,0.0,2.0,461.0,3,3,2,296,0,186,0,0,0,0,4,NA,0,4,2010,WD ,169000,0.007470015842525748,482,3184.0,0,1,1,1,0,0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0,0,0,0,0.0,0.0,0.0,126.0,859.0,0.0,0.0,0.0,0.0,2.0
1174,2722,905200340,20,RL,102.0,17920,Pave,NA,3,Lvl,AllPub,Inside,2,Sawyer,1Fam,1Story,5,4,1955,1974,Hip,CompShg,None,0.0,3,3,CBlock,3.0,3.0,2.0,372.0,1763.0,GasA,3,Y,SBrkr,1779,0,0,1779,1.0,0.0,1,1,3,1,3,6,8,1,4,Attchd,1955.0,1.0,2.0,454.0,3,3,2,0,418,0,0,312,0,0,0,NA,0,7,2006,WD ,170000,0.007470015842525748,730,4272.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0,0,0,1,0.0,0.0,306.0,0.0,0.0,0.0,0.0,1085.0,0.0,1.5
1181,2720,905200280,50,RL,101.96571625047646,13650,Pave,NA,3,Lvl,AllPub,Inside,2,Sawyer,1Fam,1.5Fin,5,5,1958,1958,Gable,CompShg,None,0.0,4,4,CBlock,3.0,3.0,1.0,554.0,1052.0,GasA,5,Y,SBrkr,1252,668,0,1920,1.0,0.0,2,0,4,1,4,8,8,1,4,Attchd,1958.0,1.0,2.0,451.0,3,3,2,0,0,0,0,0,0,0,0,NA,0,7,2006,WD ,172500,0.007470015842525748,0,2972.0,0,1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,2,0,0,0,0,0,0.0,0.0,57.0,441.0,0.0,0.0,0.0,0.0,0.0,2.0
1208,1384,905107380,20,RL,74.5582281242495,9981,Pave,NA,2,Lvl,AllPub,Corner,2,Sawyer,1Fam,1Story,5,5,1967,1967,Gable,CompShg,BrkFace,340.0,3,3,CBlock,3.0,3.0,2.0,852.0,1073.0,GasA,4,Y,SBrkr,1073,0,0,1073,0.0,0.0,1,0,3,1,3,6,8,0,0,Attchd,1967.0,2.0,1.0,270.0,3,3,2,0,90,0,0,0,0,0,3,NA,0,3,2008,WD ,120000,0.007470015842525748,90,2236.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,221.0,0.0,0.0,0.0,0.0,0.0,1.0
1217,2049,905100060,190,RL,75.0,11235,Pave,NA,3,Lvl,AllPub,Inside,2,Sawyer,2fmCon,SFoyer,5,5,1963,1963,Gable,CompShg,None,0.0,3,3,CBlock,4.0,3.0,3.0,0.0,925.0,GasA,3,Y,SBrkr,999,0,0,999,1.0,0.0,1,0,3,1,3,6,8,0,0,Detchd,1963.0,1.0,1.0,308.0,3,3,2,40,176,0,0,0,0,0,3,NA,0,3,2007,WD ,130000,0.007470015842525748,216,2140.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,2,0,0,0,0,0,0,0,0.0,0.0,925.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1279,2069,905226130,20,RL,91.0,11375,Pave,NA,3,Lvl,AllPub,Inside,2,Sawyer,1Fam,1Story,6,5,1954,1995,Gable,CompShg,None,0.0,3,3,CBlock,3.0,3.0,1.0,231.0,967.0,GasA,3,Y,SBrkr,1299,0,0,1299,0.0,0.0,1,0,3,1,4,6,8,1,3,Attchd,1954.0,1.0,2.0,494.0,3,3,2,81,0,280,0,0,0,0,0,NA,0,10,2007,WD ,150000,0.007470015842525748,361,2627.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,736.0,0.0,1.0
1295,231,905201030,30,RL,94.0,9259,Pave,NA,3,Lvl,AllPub,Corner,2,Sawyer,1Fam,1Story,4,4,1927,1950,Gable,CompShg,None,0.0,3,3,BrkTil,2.0,3.0,1.0,660.0,660.0,GasA,3,N,SBrkr,756,0,0,756,0.0,0.0,1,0,2,1,3,4,8,0,0,Detchd,1945.0,1.0,2.0,440.0,3,3,0,80,0,0,0,0,0,0,0,NA,0,6,2010,WD ,85000,0.007470015842525748,80,1496.0,0,1,1,1,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1345,1157,532479020,50,RL,70.0,10759,Pave,NA,3,Lvl,AllPub,Corner,2,Sawyer,1Fam,1.5Fin,5,4,1972,1972,Gable,CompShg,None,0.0,3,4,CBlock,4.0,3.0,1.0,0.0,1001.0,GasA,3,Y,SBrkr,1001,640,0,1641,0.0,0.0,2,0,4,1,3,5,8,1,4,Detchd,1972.0,1.0,2.0,490.0,3,3,2,0,0,92,0,0,0,0,4,NA,0,7,2008,WD ,140000,0.007470015842525748,92,2734.0,0,1,1,1,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,2,0,0,0,0,0,0,0,0.0,0.0,811.0,0.0,0.0,190.0,0.0,0.0,0.0,2.0
1356,1395,905226030,30,RL,60.0,10200,Pave,NA,3,Lvl,AllPub,Inside,2,Sawyer,1Fam,1Story,5,8,1940,1997,Gable,CompShg,None,0.0,3,3,PConc,3.0,3.0,1.0,672.0,672.0,GasA,5,Y,SBrkr,672,0,0,672,0.0,0.0,1,0,2,1,3,4,8,0,0,Detchd,1940.0,1.0,1.0,240.0,3,3,0,168,0,0,0,0,0,0,4,NA,0,8,2008,WD ,108000,0.007470015842525748,168,1512.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1377,2707,905101330,90,RL,72.0,10791,Pave,NA,3,Lvl,AllPub,Inside,2,Sawyer,Duplex,1Story,4,5,1967,1967,Gable,CompShg,None,0.0,3,3,Slab,0.0,0.0,0.0,0.0,0.0,GasA,3,Y,SBrkr,1296,0,0,1296,0.0,0.0,2,0,2,2,3,6,8,0,0,CarPort,1967.0,1.0,2.0,516.0,3,3,2,0,0,0,0,0,0,0,0,Shed,500,10,2006,WD ,90000,0.007470015842525748,0,1296.0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1445,2490,532353180,80,RL,88.0,8471,Pave,NA,2,Lvl,AllPub,Corner,2,Sawyer,1Fam,SLvl,6,7,1977,1995,Gable,CompShg,BrkFace,46.0,3,3,CBlock,4.0,4.0,3.0,0.0,506.0,GasA,3,Y,SBrkr,1212,0,0,1212,1.0,0.0,1,0,3,1,3,6,8,1,3,Attchd,1978.0,1.0,2.0,492.0,3,3,2,292,12,0,0,0,0,0,2,NA,0,7,2006,WD ,151000,0.007470015842525748,304,2022.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,1,0,0,1,0,0,0,0,0.0,0.0,506.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1453,579,533352150,20,RL,74.63292828267475,9991,Pave,NA,2,Lvl,AllPub,Corner,2,Sawyer,1Fam,1Story,4,4,1976,1993,Gable,CompShg,None,0.0,3,3,CBlock,3.0,3.0,1.0,165.0,1281.0,GasA,5,Y,SBrkr,1620,0,0,1620,1.0,0.0,2,0,3,1,3,8,7,1,3,Attchd,1993.0,1.0,2.0,490.0,3,3,2,120,78,0,0,0,0,0,2,NA,0,6,2009,WD ,150000,0.007470015842525748,198,3099.0,0,1,1,1,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0,0,0,0,0.0,0.0,0.0,1116.0,0.0,0.0,0.0,0.0,0.0,2.0
1475,2491,532376080,20,RL,69.53090746222966,9308,Pave,NA,2,Lvl,AllPub,CulDSac,2,Sawyer,1Fam,1Story,5,5,1965,1965,Gable,CompShg,None,0.0,3,3,CBlock,3.0,3.0,1.0,430.0,984.0,GasA,3,Y,SBrkr,984,0,0,984,0.0,0.0,1,0,3,1,3,5,8,0,0,Attchd,1965.0,1.0,1.0,310.0,3,3,2,0,0,0,0,0,0,0,3,NA,0,7,2006,WD ,126000,0.007470015842525748,0,1968.0,0,1,1,0,0,0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0.0,0.0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,554.0,0.0,1.0
1481,2701,904100170,20,RL,100.0,21370,Pave,NA,3,Lvl,AllPub,FR2,2,Sawyer,1Fam,1Story,5,5,1950,1950,Gable,CompShg,None,0.0,3,3,Slab,0.0,0.0,0.0,0.0,0.0,GasA,3,Y,FuseA,1640,0,0,1640,0.0,0.0,1,0,3,1,3,7,7,1,4,Attchd,1950.0,2.0,2.0,394.0,3,3,2,0,0,225,0,0,0,0,0,Shed,600,6,2006,WD ,131000,0.007470015842525748,225,1865.0,0,1,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
